title,release_year,imdb_link,plot_des,runtime,budget,opening_weekend_gross,box_office_gross,studio,mpaa_rating,award,critic_score,audience_score,theater_release_date,dvd_release_date,streaming_release_date,genre,casts,directors,rotten_link,count_award
THE WOLVERINE,2013,https://www.imdb.com/title/tt1430132/,"Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.",126,"$120,000,000","$53,113,752,","$414,828,246",Twentieth Century Fox,PG-13,0,71,69,"Jul 26, 2013",,"Nov 25, 2015","['action', 'scifi', 'fantasy', 'adventure']","['Haruhiko Yamanouchi', 'Hiroyuki Sanada', 'Ross Emery', 'Hutch Parker', 'Brian Tee', 'Svetlana Khodchenkova', 'Hugh Jackman', 'Lauren Shuler Donner', 'Scott Frank', 'Famke Janssen', 'Christopher McQuarrie', 'James Mangold', 'Mark Bomback', 'Ken Yamamura', 'Stan Lee', 'Rila Fukushima', 'Tao Okamoto', 'Will Yun Lee', 'Joseph Caracciolo Jr.']",['James Mangold'],https://www.rottentomatoes.com/m/the_wolverine_2012,0
UNDRAFTED,2016,https://www.imdb.com/title/tt3172126/,"When twelve ragtag teammates set out to play what should be a meaningless summer intramural baseball game, it ends up becoming the most important game of their lives.",90,,,,,Unrated,0,25,75,"Jul 15, 2016",,"Nov 18, 2016",['comedy'],"['Jay Hayden', 'Manny Montana', 'Adrian Correia', 'Tony Romo', 'Brianna Johnson', 'Matt Bush', 'James Bryant', 'Tyler Hoechlin', 'John Mazzello', 'Chace Crawford', 'Eric Fischer', 'Matt Barr', 'Aaron Tveit', 'Joe Mazzello', 'Toby Hemingway', 'David Del Rio']",['Joe Mazzello'],https://www.rottentomatoes.com/m/undrafted_2016,0
WITHOUT NAME,2016,https://www.imdb.com/title/tt4708346/,Follows a land surveyor on an assignment to measure an ancient forest for a developer but soon loses his reason in a supernatural environment that has its own plans.,93,,,,,,0,81,50,,,"Jun 21, 2017","['drama', 'mysteryandthriller']","['Alan McKenna', 'Brendan Conroy', 'Paul Ward', ""Jeannie O'Brien"", 'Lorcan Finnegan', 'James Browne', 'Thyrza Ging', 'Brandon Maher', 'Rory Gilmartin', 'Bryan Quinn', ""Gavin O'Brien"", ""Neil O'Connor"", 'Brunella Cocchiglia', 'Niamh Algar', 'Olga Wehrly', 'Garret Shanley', 'Piers McGrail', 'Tony Cranstoun']",['Lorcan Finnegan'],https://www.rottentomatoes.com/m/without_name,0
5 FLIGHTS UP,2014,https://www.imdb.com/title/tt2933544/,A long-time married couple who've spent their lives together in the same New York apartment become overwhelmed by personal and real estate-related issues when they plan to move away.,88,,,,,PG-13,0,46,43,"May 8, 2015",,"Aug 16, 2016","['comedy', 'drama']","['Josh Pais', 'Claire van der Boom', 'Sam Hoffman', 'Maddie Corman', 'Gary Ellis', 'Diane Keaton', 'Wade Barker', 'Morgan Freeman', 'Bob Gass', 'Michael Cristofer', 'Charlie Peters', 'Cynthia Nixon', 'Richard Toussaint', 'Korey Jackson', 'Lori McCreary', 'Carrie Preston', 'Diane Ciesla', 'Richard Loncraine', 'Curtis Burch']",['Richard Loncraine'],https://www.rottentomatoes.com/m/5_flights_up,0
AMERICAN ANIMALS,2018,https://www.imdb.com/title/tt6212478/,Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.,116,,,,,R,0,88,82,"Jun 1, 2018",,"Aug 14, 2018","['crime', 'drama', 'mysteryandthriller']","['Barry Keoghan', 'Wayne Duvall', 'Mary Jane Skalski', 'Ann Dowd', 'David Kosse', 'Daniel Battsek', 'Dimitri Doganis', 'Derrin Schlesinger', 'Bart Layton', 'Lara Grice', 'Katherine Butler', 'Jared Abrahamson', 'Len Blavatnik', 'Jane McNeill', 'Blake Jenner', 'Udo Kier', 'Gary Basaraba', 'Sam Lavender', 'Evan Peters']",['Bart Layton'],https://www.rottentomatoes.com/m/american_animals,0
BLACK NATIVITY,2013,https://www.imdb.com/title/tt1425922/,"A street-wise teen from Baltimore who has been raised by a single mother travels to New York City to spend the Christmas holiday with his estranged relatives, where he embarks on a surprising and inspirational journey.",93,"$17,500,000","$3,669,530,","$7,454,185",Bob Industries,PG,1,50,51,"Nov 27, 2013",,"Oct 31, 2015","['other', 'drama', 'musical']","['Derrick Williams', 'Grace Gibson', 'Trudie Styler', 'T.D. Jakes', 'Jennifer Hudson', 'Kasi Lemmons', 'Nasir Jones', 'Angela Bassett', 'Celine Rattray', 'Luke James', 'Anastas Michos', 'Forest Whitaker', 'Tyrese Gibson', 'Joy Goodwin', 'Galt Niederhoffer', 'Mary J. Blige', 'Jacob Latimore', 'Vondie Curtis Hall', 'William Horberg']",['Kasi Lemmons'],https://www.rottentomatoes.com/m/black_nativity,1
BROKEN HORSES,2015,https://www.imdb.com/title/tt2503954/,"The bonds of brotherhood, the laws of loyalty, and the futility of violence in the shadows of the US Mexico border gang wars.",101,"$15,000,000",,"$30,288",Reliance Entertainment,R,0,25,43,"Apr 10, 2015",,"Nov 30, 2016","['crime', 'drama', 'action', 'mysteryandthriller']","['Amitabh Jhunjhunwala', 'Sadie Alexandru', 'Sean Patrick Flanery', 'Thomas Jane', 'Subhash Dhar', 'María Valverde', 'Daniel Stillman', 'Tom Stern', 'Wes Chatham', ""Vincent D'Onofrio"", 'Jeremy Luke', 'Abhijat Joshi', 'David Hoberman', 'Todd Lieberman', 'Chris Marquette', 'Greg Serano', 'Vidhu Vinod Chopra', 'Anton Yelchin']",['Vidhu Vinod Chopra'],https://www.rottentomatoes.com/m/broken_horses,0
CAPTAIN MARVEL,2019,https://www.imdb.com/title/tt4154664/,Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,123,"$160,000,000","$153,433,423,","$1,128,462,972",Walt Disney Pictures,PG-13,0,79,45,"Mar 8, 2019",,"May 28, 2019","['action', 'scifi', 'fantasy', 'adventure']","['Lashana Lynch', 'Ben Mendelsohn', 'Annette Bening', 'Ryan Fleck', 'Kevin Feige', 'Clark Gregg', 'Jude Law', 'Jac Schaeffer', 'Victoria Alonso', 'Brie Larson', 'Samuel L. Jackson', 'Djimon Hounsou', ""Louis D'Esposito"", 'Anna Boden', 'Geneva Robertson-Dworet', 'Stan Lee', 'Lee Pace', 'Gemma Chan']","['Anna Boden', 'Ryan Fleck']",https://www.rottentomatoes.com/m/captain_marvel,0
CHRISTMAS INHERITANCE,2017,https://www.imdb.com/title/tt7608534/,"To be the CEO, an heiress is challenged by her dad to deliver a Christmas letter in person to his ex-partner in their hometown - traveling by bus, incognito and with only $100. Will she learn something from the people there?",104,,,,Motion Picture Corporation of America (MPCA),,0,43,34,"Dec 15, 2017",,"Dec 15, 2017","['other', 'romance']","['Lori Hallier', 'Martin Roach', 'Mag Ruffman', 'Jake Lacy', 'Neil Crone', 'David Anselmo', 'Brad Krevoy', 'Eliza Taylor', 'Michael Xavier', 'Andie MacDowell', 'Bill Lake', 'Amanda Phillips Atkins', 'Peter Benison', 'Dinah Eng', 'Eric Jarboe', 'Jimmy Townsend', 'Ernie Barbarash', 'Terry Frewer', 'Anthony Sherwood', 'Amy Krell']",['Ernie Barbarash'],https://www.rottentomatoes.com/m/christmas_inheritance,0
DONT SLEEP,2017,https://www.imdb.com/title/tt4329806/,"After moving into a cottage together, two young lovers confront the horrors of a forgotten childhood.",101,,,,MiNDS i CiNEMA,Unrated,0,9,24,"Sep 29, 2017",,"Sep 29, 2017","['mysteryandthriller', 'horror']","['Rick Bieber', 'Janet Ingram', 'Andrew Caldwell', 'Drea de Matteo', 'Ken Clark', 'Lee Yaniv', 'Jill Hennessy', 'Shilpa Khanna', 'Alex Rocco', 'Andy Mendelson', 'Ian Fox', 'Alex Carter', 'Dominic Sherwood', 'Barbara J. McCarthy', 'Cary Elwes', 'Charlbi Dean', 'Sinclaire Schaefer']",['Rick Bieber'],https://www.rottentomatoes.com/m/dont_sleep_2017,0
DORA AND THE LOST CITY OF GOLD,2019,https://www.imdb.com/title/tt7547410/,"Dora, a teenage explorer, leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.",102,"$49,000,000","$17,431,588,","$119,682,635",Paramount Players,PG,0,85,88,"Aug 9, 2019",,"Aug 27, 2019","['kidsandfamily', 'comedy', 'mysteryandthriller', 'adventure']","['Julia Pistor', 'Mark Everson', 'Isabela Moner', 'Madeleine Madden', 'Jeff Wahlberg', 'Javier Aguirresarobe', 'James Bobin', 'Matthew Robinson', 'Michael Peña', 'John Debney', 'Nicholas Coombe', 'John G. Scotti', 'Nicholas Stoller', 'Kristin Burr', 'Eugenio Derbez', 'Danny Trejo', 'Eva Longoria', 'Adriana Barraza', 'Temuera Morrison']",['James Bobin'],https://www.rottentomatoes.com/m/dora_and_the_lost_city_of_gold,0
GIMME THE LOOT,2012,https://www.imdb.com/title/tt2139919/,"When their latest work is buffed by a rival crew, two determined graffiti writers embark on an elaborate plan to bomb the ultimate location: the New York Mets' Home Run Apple.",81,,"$21,065,","$116,783",Seven For Ten,Not Rated,0,91,65,"Mar 22, 2013",,"Apr 6, 2017","['crime', 'drama']","['Morgan Faust', 'Jamund Washington', 'Sam Lisenco', 'Melvin Mogoli', 'Adam Metzger', 'Adam Leon', 'Tysheeb Hickson', 'Zoë Lescaze', 'Sam Soghor', 'Dominic Buchanan', 'Tashiana Washington', 'Jonathan Miller', 'Konstantinos Kliakas', 'Natalie Difford', 'Joshua Rivera']",['Adam Leon'],https://www.rottentomatoes.com/m/gimme_the_loot_2012,0
GRAVE ENCOUNTERS 2,2012,https://www.imdb.com/title/tt2231554/,A film student who is obsessed with the movie Grave Encounters sets out with his friends to visit the psychiatric hospital depicted in the original film.,98,,,,,Not Rated,0,20,27,,,"Aug 10, 2016","['mysteryandthriller', 'horror']","['Quynne Craddock', 'John Poliquin', 'Jeffrey Bowyer-Chapman', 'Dylan Playfair', 'Howie Lai', 'Richard Harmon', 'Shawn Angelski', 'Stephanie Bennett', 'Reese Alexander', 'Colin Minihan', 'Leanne Lapp', 'Stuart Ortiz', 'Darren Reiter', 'Martin Fisher', 'Sean Rogerson']",['John Poliquin'],https://www.rottentomatoes.com/m/grave_encounters_2,0
IN THEIR SKIN,2012,https://www.imdb.com/title/tt1790869/,"The Hughes' cottage vacation is violently interrupted by a family on a murderous and identity-stealing journey, in search of the ""perfect"" life.",97,,,,,Not Rated,0,45,16,"Nov 9, 2012",,"Mar 27, 2016","['horror', 'mysteryandthriller']","['Alex Ferris', 'Matt Bellefleur', 'Rachel Miner', 'Quinn Lord', 'Joshua Close', 'Justin Tyler Close', ""James D'Arcy"", 'Kim Roberts', 'Jeremy Power Regimbal', 'Terence Kelly', 'Keith Power', 'Lisa Essary', 'Heidi Levitt', 'Norm Li', 'Selma Blair', 'Austin Andrews']",['Jeremy Power Regimbal'],https://www.rottentomatoes.com/m/in_their_skin,0
KAHLIL GIBRANS THE PROPHET,2014,https://www.imdb.com/title/tt1640718/,Exiled artist and poet Mustafa embarks on a journey home with his housekeeper and her daughter; together the trio must evade the authorities who fear that the truth in Mustafa's words will incite rebellion.,85,"$12,000,000","$27,435,","$1,261,412",Doha Film Institute,PG,0,66,76,"Aug 7, 2015",,"Jan 19, 2016","['kidsandfamily', 'animation', 'drama']","['John Kassir', 'Quvenzhané Wallis', 'Roger Allers', 'Clark Peterson', 'Liam Neeson', 'Alfred Molina', 'Frank Langella', 'Julia Lebedev', 'William Nix', 'Nael Nasr', 'Loreto Peralta', 'Salma Hayek', 'Haytham Nasr', 'Ron Senkowski', 'Jose Tamez', 'John Krasinski']",['Roger Allers'],https://www.rottentomatoes.com/m/the_prophet_2014,0
MONSTERS INC,2001,https://www.imdb.com/title/tt0198781/,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",92,"$115,000,000","$62,577,067,","$579,707,738",Pixar Animation Studios,G,0,96,90,"Nov 2, 2001",,"Oct 20, 2013","['comedy', 'fantasy', 'animation', 'adventure', 'kidsandfamily']","['Mary Gibbs', 'Bob Peterson', 'Pete Docter', 'Jeff Pidgeon', 'Frank Oz', 'Lee Unkrich', 'David Silverman', 'Jill Culton', 'James Coburn', 'Jennifer Tilly', 'Andrew Stanton', 'Steve Susskind', 'John Lasseter', 'Darla K. Anderson', 'John Ratzenberger', 'John Goodman', 'Kori Rae', 'Billy Crystal', 'Steve Buscemi']",['Pete Docter'],https://www.rottentomatoes.com/m/monsters_inc,0
PIONEER,2013,https://www.imdb.com/title/tt2369205/,A thriller set at the beginning of the 1980's Norwegian Oil Boom and centered on a diver whose obsession with reaching the bottom of the Norwegian Sea leads to tragedy.,111,"EUR5,555,559","$1,857,","$2,656,152",Friland,R,0,55,33,"Dec 5, 2014",,"Nov 5, 2015",['mysteryandthriller'],"['Ane Dahl Torp', 'Raimond Goebel', 'Hans Gunnarsson', 'Christian Fredrik Martin', 'Aksel Hennie', 'André Eriksen', 'Nikolaj Frobenius', 'Stephen Lang', 'Kathrine Valen', 'Jørgen Langhelle', 'Jonathan LaPaglia', 'Erik Skjoldbjærg', 'Jessica Ask', 'Wes Bentley', 'Stephanie Sigman', 'Cathinka Nicolaysen', 'Marko Röhr']",['Erik Skjoldbjærg'],https://www.rottentomatoes.com/m/pioneer_2013,0
POPSTAR NEVER STOP NEVER STOPPING,2016,https://www.imdb.com/title/tt3960412/,"When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.",87,"$20,000,000","$4,698,715,","$9,680,029",Universal Pictures,R,0,79,65,"Jun 3, 2016",,"Aug 16, 2016","['music', 'comedy']","['Edgar Blackmon', 'Judd Apatow', 'Tim Meadows', 'Andy Samberg', 'Imogen Poots', 'Rodney Rothman', 'Maya Rudolph', 'Akiva Schaffer', 'Jorma Taccone', 'Sarah Silverman', 'Joan Cusack', 'Chris Redd']","['Akiva Schaffer', 'Jorma Taccone']",https://www.rottentomatoes.com/m/popstar_never_stop_never_stopping,0
RAPTUREPALOOZA,2013,https://www.imdb.com/title/tt1879032/,Two teens battle their way through a religious apocalypse on a mission to defeat the Antichrist.,85,"$2,000,000",,,Lionsgate,R,0,24,29,"Jun 7, 2013",,"Dec 20, 2015","['comedy', 'fantasy']","['M. Riley', 'Jimmy Miller', 'John Michael Higgins', 'Paul Middleditch', 'Paul Scheer', 'David Mimran', 'Jordan Schur', 'Ken Jeong', 'Chris Matheson', 'Rob Huebel', 'Tom Lennon', 'Ed Solomon', 'John Francis Daley', 'David Householter', 'Rob Corddry', 'Ana Gasteyer', 'Anna Kendrick', 'Craig Robinson', 'Matt Kaplan']",['Paul Middleditch'],https://www.rottentomatoes.com/m/rapture_palooza,0
REPENTANCE,2013,https://www.imdb.com/title/tt2012665/,"A successful author and spiritual advisor takes on a troubled man as a client, completely unaware that the man's fixation on his mother's death will soon put his life in jeopardy.",90,"$5,000,000","$501,290,","$1,194,961",Tommy 2.0 LLC,R,1,20,42,"Feb 28, 2014",,"Feb 23, 2016",['mysteryandthriller'],"['Margo Swisher', 'Mike Epps', 'Anthony Mackie', 'Sanaa Lathan', 'Nicole Ari Parker', 'Adella Gautier', 'Denise Milfort', 'Shintaro Shimosawa', 'Philippe Caland', 'Forest Whitaker', 'Nina Yang']",['Philippe Caland'],https://www.rottentomatoes.com/m/repentance_2014,1
RUN THE RACE,2018,https://www.imdb.com/title/tt3201736/,"Against the backdrop of high school football and track, two brothers in a small Southern town face escalating problems with two different world views, straining - but ultimately strengthening - the bonds of brotherhood.",101,"$2,500,000","$2,161,480,","$6,424,420",Reserve Entertainment,PG,0,40,83,"Feb 22, 2019",,"May 21, 2019",['drama'],"['Tim Tebow', 'Caleb Emery', 'Frances Fisher', 'Jason Baumgardner', 'Caleb Castille', 'Robby Tebow', 'Ken Carpenter', 'Jake McEntire', 'Evan Hofer', 'Mykelti Williamson', 'Tanner Stine', 'Darren Moorman', 'Bill Reeves', 'Mario Van Peebles', 'Kristoffer Polaha', 'Kelsey Reinhardt', 'Chris Dowling']",['Chris Dowling'],https://www.rottentomatoes.com/m/run_the_race,0
SAVING SANTA,2013,https://www.imdb.com/title/tt2204315/,"A lowly stable elf finds that he is the only one who can stop an invasion of the North Pole by using the secret of Santa's Sleigh, a TimeGlobe, to travel back in time to Save Santa, twice.",83,"$7,500,000",,"$9,278,821",Gateway Films,Not Rated,0,17,42,,,"Apr 1, 2017","['comedy', 'fantasy', 'animation', 'kidsandfamily', 'other']","['Ricky Roxburgh', 'Joan Collins', 'Martin Freeman', 'Nick Simunek', 'Tony Nottage', 'Pam Ferris', 'Nicola Fenn', 'Noel Clarke', 'Tim Curry', 'Frank Mannion', 'Chris New', 'Leon Joosen', 'Aaron Seelman', 'Chris Barrie', 'Terry Stone', 'Grant Olding', 'Craig Fairbrass', 'Tom Baker', 'Max Howard']","['Leon Joosen', 'Aaron Seelman']",https://www.rottentomatoes.com/m/saving_santa,0
T2 TRAINSPOTTING,2017,https://www.imdb.com/title/tt2763304/,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie.",117,"$18,000,000","$170,575,","$41,681,746",Artbees,R,1,81,78,"Mar 17, 2017",,"Jun 13, 2017","['comedy', 'drama']","['Allon Reich', 'Anjela Nedyalkova', 'Robert Carlyle', 'Bernard Bellew', 'James Cosmo', 'Danny Boyle', 'Ewan McGregor', 'Christian Colson', 'Anthony Dod Mantle', 'Shirley Henderson', 'Andrew Macdonald', 'Jonny Lee Miller', 'Jon Harris', 'John Hodge', 'Irvine Welsh', 'Kelly Macdonald', 'Ewen Bremner']",['Danny Boyle'],https://www.rottentomatoes.com/m/t2_trainspotting,1
THE DISCOVERY,2017,https://www.imdb.com/title/tt5155780/,"Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.",102,,,,Endgame Entertainment,TV-MA,1,45,44,,,"Apr 1, 2017","['scifi', 'romance', 'mysteryandthriller']","['Rooney Mara', 'James D. Stern', 'Hunter Gray', 'Jason Segel', 'Jesse Plemons', 'Ron Canada', 'Riley Keough', 'Justin Lader', 'Robert Redford', 'Alex Orlovsky', 'Charlie McDowell']",['Charlie McDowell'],https://www.rottentomatoes.com/m/the_discovery_2017,1
THE EMOJI MOVIE,2017,https://www.imdb.com/title/tt4877122/,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",86,"$50,000,000","$24,531,923,","$217,776,646",Columbia Pictures,PG,0,7,37,"Jul 28, 2017",,"Sep 24, 2017","['comedy', 'animation', 'kidsandfamily', 'adventure']","['William J. Caparella', 'Tony Leondis', 'Steven Wright', 'Anna Faris', 'Jennifer Coolidge', 'T.J. Miller', 'Patrick Stewart', 'James Corden', 'Ryan Carlson', 'Michelle Raimo Kouyate', 'Christina Aguilera', 'Carlos Zaragoza', 'Sofía Vergara', 'Rachael Ray', 'Eric Siegel', 'Mike White', 'Maya Rudolph', 'Ben Waisbren', 'Patrick Doyle']",['Tony Leondis'],https://www.rottentomatoes.com/m/the_emoji_movie,0
THE GALLOWS ACT II,2019,https://www.imdb.com/title/tt7473716/,"When Auna Rue transfers to a prestigious new acting school, she encounters a malevolent spirit after participating in a viral challenge.",99,,,,Blumhouse Productions,R,0,0,33,"Oct 25, 2019",,"Oct 25, 2019","['mysteryandthriller', 'horror']","['Erika Miranda', 'Ema Horvath', 'Anthony Jensen', 'Jener Dasilva', 'Travis Cluff', 'Zach Lemmon', 'Jason Blum', 'Chris Lofing', 'Jono Cota', 'Guymon Casady', 'Dennis Hurley', 'Chris Milligan', 'Kyle Gentz', 'Brittany Falardeau']","['Travis Cluff', 'Chris Lofing']",https://www.rottentomatoes.com/m/the_gallows_act_ii,0
THE LEGACY OF A WHITETAIL DEER HUNTER,2018,https://www.imdb.com/title/tt4762824/,The great hunter Buck Ferguson (Josh Brolin) and his trusted cameraman Don (Danny McBride) set out for an epic weekend adventure to reconnect with Buck's young son (Montana Jordan).,83,,,,,TV-14,0,30,42,,,"Jul 6, 2018","['comedy', 'drama']","['Eric Treml', 'Scott Rudin', 'Danny McBride', 'Montana Jordan', 'Rory Scovel', 'Josh Brolin', 'Lila Yacoub', 'Scoot McNairy', 'David Gordon Green', 'Jody Hill', 'Kevin Graham-Caso', 'John Carcieri']",['Jody Hill'],https://www.rottentomatoes.com/m/the_legacy_of_a_whitetail_deer_hunter,0
THE LINCOLN LAWYER,2011,https://www.imdb.com/title/tt1189340/,A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.,118,"$40,000,000","$13,206,453,","$86,752,352",Lionsgate,R,0,83,82,"Mar 18, 2011",,"Dec 19, 2015","['crime', 'drama', 'mysteryandthriller']","['Brad Furman', 'Sidney Kimmel', 'Ryan Phillippe', 'Marisa Tomei', 'Michael Peña', 'Scott Steindorff', 'David Kern', 'John Romano', 'Frances Fisher', 'Tom Rosenberg', 'Josh Lucas', 'Gary Lucchesi', 'William H. Macy', 'Eric Reid', 'Bryan Cranston', 'Richard Wright', 'Bruce Toll', 'Matthew McConaughey', 'John Alberto Leguizamo', 'Bob Gunton']",['Brad Furman'],https://www.rottentomatoes.com/m/lincoln_lawyer,0
THE STRANGERS PREY AT NIGHT,2018,https://www.imdb.com/title/tt1285009/,A family of four staying at a secluded mobile home park for the night are stalked and then hunted by three masked psychopaths.,85,"$5,000,000","$10,402,271,","$31,039,126",Aviron Pictures,R,0,39,35,"Mar 9, 2018",,"May 22, 2018","['mysteryandthriller', 'horror']","['James Harris', 'Bailee Madison', 'Emma Bellomy', 'Leah Roberts', 'Damian Maffei', 'Trevor Macy', 'Robert Jones', 'Wayne Marc Godfrey', 'Christina Hendricks', 'Lewis Pullman', 'Johannes Roberts', 'Ryan Kavanaugh', 'Lea Enslin', 'Bryan Bertino', 'Martin Henderson', 'Ben Ketai', 'Mark Lane']",['Johannes Roberts'],https://www.rottentomatoes.com/m/the_strangers_prey_at_night,0
